
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
(0.0000E0, 0.0000E0)
